Title,Platform,Content Type,Goal,Status,Priority,Personality Marker,Recurring,Post Date,Hook Used,Notes
[IG-2] ROI calculator: content as a revenue engine,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-05-03T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Pattern: best creators aren't most talented — most consistent,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-03T19:00:00,,Phase 4 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Why most founders fire their social media manager,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-04T06:00:00,,Phase 4 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] The content burnout cycle — and how to break it,Instagram,Reel Script,Authority,Draft,Normal,Story,One-Time,2026-05-04T07:00:00,,Phase 4 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] Most creators dread Monday because they have no content ready. What if you woke ...,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-05-04T08:00:00,"Most creators dread Monday because they have no content ready. What if you woke up Monday with your entire week planned, written, and scheduled?",Phase 4 | X-AM | C-34 | [v1 hook] | v2
[TG-1] May 4 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-04T08:00:00,,
[LI-1] The disappearance test: can your brand survive without you?,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-05-04T09:00:00,,Phase 4 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Content Creator vs Content Architect,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-04T11:00:00,,Phase 4 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] The gap between 12 hrs/week and 2 hrs/week on content,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-05-04T12:00:00,,Phase 4 | X-PM | NEW | [TOPIC ONLY] | v2
"[TK-3] If you stopped posting for 2 weeks, would anyone notice?",TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-04T16:00:00,,Phase 4 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] ChatGPT is a hammer. Content strategy needs a house.,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-04T16:00:00,,Phase 4 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 4 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-04T16:00:00,,
[IG-2] The Disappearance Test — 5 signs your content depends on YOU,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-05-04T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Founders: stop hiring social media managers. Build systems.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-04T19:00:00,,Phase 4 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] The live build: content calendar from zero,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-05T06:00:00,,Phase 4 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] The Time Audit Challenge — track your content hours this week,Instagram,Carousel,Leads,Draft,Normal,Story,One-Time,2026-05-05T07:00:00,The Time Audit Challenge — track your content hours this week,Phase 4 | IG-1 | C-10 | [v1 hook] | v2
[X-1] Wednesday at 2PM EST: I'm building a complete content calendar from scratch. Liv...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-05-05T08:00:00,Wednesday at 2PM EST: I'm building a complete content calendar from scratch. Live. On screen. No cuts. Place your bets on time.,Phase 4 | X-AM | C-35 | [v1 hook] | v2
[TG-1] May 5 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-05T08:00:00,,
[LI-1] Live build announcement: content calendar from zero to scheduled. Wednesday 2PM ...,LinkedIn,LinkedIn Post,Leads,Draft,Normal,Callout,One-Time,2026-05-05T09:00:00,Live build announcement: content calendar from zero to scheduled. Wednesday 2PM EST.,Phase 4 | LI-1 | C-35 | [v1 hook] | v2
[TK-2] The 3AM competitor advantage nobody talks about,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-05T11:00:00,,Phase 4 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Track how many hours you spend on content this week. Writing. Editing. Researchi...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-05-05T12:00:00,Track how many hours you spend on content this week. Writing. Editing. Researching. Scheduling. The number will make you sick.,Phase 4 | X-PM | C-10 | [v1 hook] | v2
[TK-3] Most creators won't admit this about burnout,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-05T16:00:00,,Phase 4 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] 5 frameworks behind every viral post — use them all,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-05T16:00:00,,Phase 4 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 5 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-05T16:00:00,,
"[IG-2] Quote: 'If you don't have a system, you ARE the system'",Instagram,Community Post,Community,Draft,Normal,Callout,One-Time,2026-05-05T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Data beats opinions. Always. Here's proof.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-05T19:00:00,,Phase 4 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Speed run: 7 days of content in under a minute,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-06T06:00:00,,Phase 4 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] The 5 Frameworks behind every viral post,Instagram,Carousel,Authority,Draft,Normal,Story,One-Time,2026-05-06T07:00:00,,Phase 4 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] Everyone's scared AI will kill their brand voice. Truth: most creators don't eve...,X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-05-06T08:00:00,Everyone's scared AI will kill their brand voice. Truth: most creators don't even HAVE a defined brand voice. They wing it and call it authentic.,Phase 4 | X-AM | C-36 | [v1 hook] | v2
[TG-1] May 6 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-06T08:00:00,,
[LI-1] Live build: content calendar from zero to scheduled,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-05-06T09:00:00,,Phase 4 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Brand voice isn't authenticity — it's winging it,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-06T11:00:00,,Phase 4 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Most Web3 founders hire a social media manager as their first marketing hire. 6 ...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-05-06T12:00:00,Most Web3 founders hire a social media manager as their first marketing hire. 6 months later they fire them. The problem was never the person.,Phase 4 | X-PM | C-11 | [v1 hook] | v2
[TK-3] What's your content creation weak spot?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-06T16:00:00,,Phase 4 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The brand voice problem most founders ignore,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-06T16:00:00,,Phase 4 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 6 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-06T16:00:00,,
[IG-2] 47 seconds. 30-day calendar. Timer running.,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-05-06T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Here's why your 'brand voice' is actually just winging it — and how to fix it,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-06T19:00:00,Here's why your 'brand voice' is actually just winging it — and how to fix it,Phase 4 | TK-4 | C-36 | [v1 hook] | v2
[TK-1] Proof: free content can't give you execution,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-07T06:00:00,,Phase 4 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] 47 seconds. 30-day calendar. Timer on screen. Watch the speed run.,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-05-07T07:00:00,47 seconds. 30-day calendar. Timer on screen. Watch the speed run.,Phase 4 | IG-1 | C-37 | [v1 hook] | v2
[X-1] I just built a 30-day content calendar in 47 seconds. Watch.,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-05-07T08:00:00,I just built a 30-day content calendar in 47 seconds. Watch.,Phase 4 | X-AM | C-37 | [v1 hook] | v2
[TG-1] May 7 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-07T08:00:00,,
[LI-1] 47 seconds to build a 30-day content calendar. What this means for Web3 brands.,LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-05-07T09:00:00,47 seconds to build a 30-day content calendar. What this means for Web3 brands.,Phase 4 | LI-1 | C-37 | [v1 hook] | v2
[TK-2] 90% of your ideas die in a notes app. Here's why.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-07T11:00:00,,Phase 4 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] 60 posts per month. 4 platforms. Zero burnout. That's not a fantasy — that's wha...,X/Twitter,Tweet,Reach,Draft,Normal,Polarizing Stand,One-Time,2026-05-07T12:00:00,60 posts per month. 4 platforms. Zero burnout. That's not a fantasy — that's what happens when you stop creating and start engineering.,Phase 4 | X-PM | C-12 | [v1 hook] | v2
[TK-3] Challenge: batch your entire week in one sitting,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-07T16:00:00,,Phase 4 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Content-to-revenue pipeline: the flywheel explained,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-07T16:00:00,,Phase 4 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 7 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-07T16:00:00,,
[IG-2] Speed run: content calendar from zero,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-05-07T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The content-to-revenue pipeline explained,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-07T19:00:00,,Phase 4 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] 20 days of free strategy. Monday: the execution layer.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-08T06:00:00,,Phase 4 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Quote: 'Content Creator vs Content Architect',Instagram,Community Post,Authority,Draft,Normal,Story,One-Time,2026-05-08T07:00:00,,Phase 4 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] AI agents are hype. AI workflows are money. Agents do random things and hope. Wo...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-05-08T08:00:00,AI agents are hype. AI workflows are money. Agents do random things and hope. Workflows do the right thing every time.,Phase 4 | X-AM | C-38 | [v1 hook] | v2
[TG-1] May 8 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-08T08:00:00,,
[LI-1] AI agents are hype. Workflows are money. The data.,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-05-08T09:00:00,,Phase 4 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] HubSpot says post less. Here's what they mean.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-08T11:00:00,,Phase 4 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] 90% of your content ideas die in a notes app. Not because they're bad — because ...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-05-08T12:00:00,90% of your content ideas die in a notes app. Not because they're bad — because you don't have a system that turns ideas into published posts.,Phase 4 | X-PM | C-13 | [v1 hook] | v2
[TK-3] The gap between 12 hrs/week and 2 hrs/week on content,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-08T16:00:00,,Phase 4 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] In 20 days of free strategy, one thing was missing: execution",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-08T16:00:00,,Phase 4 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 8 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-08T16:00:00,,
[IG-2] The Income Engine framework: content → $10K/month,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-05-08T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Workflows vs agents — watch what happens when structure beats magic,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-08T19:00:00,Workflows vs agents — watch what happens when structure beats magic,Phase 4 | TK-4 | C-38 | [v1 hook] | v2
[TK-1] The disappearance test for your content system,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-09T06:00:00,,Phase 4 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] The Income Engine — content strategy framework to $10K/month,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-05-09T07:00:00,The Income Engine — content strategy framework to $10K/month,Phase 4 | IG-1 | C-39 | [v1 hook] | v2
[X-1] How to turn content into a $10K/month income engine — the strategy most Web3 cre...,X/Twitter,Thread,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-05-09T08:00:00,How to turn content into a $10K/month income engine — the strategy most Web3 creators ignore.,Phase 4 | X-AM | C-39 | [v1 hook] | v2
[TG-1] May 9 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-09T08:00:00,,
[LI-1] Content-to-revenue pipeline: authority → bridge → demo → social proof → repeat. ...,LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-05-09T09:00:00,Content-to-revenue pipeline: authority → bridge → demo → social proof → repeat. The flywheel explained.,Phase 4 | LI-1 | C-39 | [v1 hook] | v2
[TK-2] Most creators dread Monday. What if you didn't?,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-09T11:00:00,,Phase 4 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] I analyzed 500 viral Web3 posts. Here are the 5 patterns every single one follow...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-05-09T12:00:00,I analyzed 500 viral Web3 posts. Here are the 5 patterns every single one follows.,Phase 4 | X-PM | C-14 | [v1 hook] | v2
[TK-3] Honest question: are you creating or engineering?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-09T16:00:00,,Phase 4 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The time audit: what content actually costs your team,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-09T16:00:00,,Phase 4 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 9 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-09T16:00:00,,
[IG-2] ChatGPT vs purpose-built system comparison,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-05-09T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Why most Web3 projects track analytics wrong,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-09T19:00:00,,Phase 4 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] 20 days of strategy highlights. Starting Monday: the execution layer. ContentBra...,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-10T06:00:00,20 days of strategy highlights. Starting Monday: the execution layer. ContentBrain demos begin.,Phase 4 | TK-1 | C-40 | [v1 hook] | v2
[IG-1] Quote: '60 posts/month. 4 platforms. Zero burnout.',Instagram,Community Post,Authority,Draft,Normal,Story,One-Time,2026-05-10T07:00:00,,Phase 4 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] In the last 20 days I've shared more content strategy than most courses teach. F...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-05-10T08:00:00,In the last 20 days I've shared more content strategy than most courses teach. Free content can't give you one thing: execution.,Phase 4 | X-AM | C-40 | [v1 hook] | v2
[TG-1] May 10 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-10T08:00:00,,
[LI-1] 5 content frameworks that drive every viral post,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-05-10T09:00:00,,Phase 4 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] 5 frameworks behind every viral post — steal them,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-10T11:00:00,,Phase 4 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] A rule that will save your content strategy: if you don't have a system, you ARE...",X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-05-10T12:00:00,"A rule that will save your content strategy: if you don't have a system, you ARE the system. And you can't scale yourself.",Phase 4 | X-PM | C-15 | [v1 hook] | v2
[TK-3] Drop your niche — I'll suggest your next 3 posts,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-10T16:00:00,,Phase 4 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The content architect vs content creator mindset shift,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-10T16:00:00,,Phase 4 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 10 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-10T16:00:00,,
[IG-2] Live build preview: what you'll see Wednesday,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-05-10T17:00:00,,Phase 4 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The live build results: what speed actually looks like,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-05-10T19:00:00,,Phase 4 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Before vs after ContentBrain — split screen demo,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-05-11T06:00:00,,Phase 5 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Before/after walkthrough: manual vs ContentBrain,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-05-11T07:00:00,,Phase 5 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] Here's how a crypto project does content now vs how they do it with ContentBrain...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-05-11T08:00:00,Here's how a crypto project does content now vs how they do it with ContentBrain. The difference will make you angry at your current process.,Phase 5 | X-AM | C-41 | [v1 hook] | v2
[TG-1] May 11 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-05-11T08:00:00,,
"[LI-1] Loom demo: 60 posts/month, zero headcount increase",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-05-11T09:00:00,,Phase 5 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] The real cost breakdown: your stack vs ContentBrain,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-05-11T11:00:00,,Phase 5 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Drop your biggest content struggle below. I'll reply to each one with a specific...,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-05-11T12:00:00,Drop your biggest content struggle below. I'll reply to each one with a specific fix.,Phase 5 | X-PM | C-41 | [v1 hook] | v2
[TK-3] Drop your biggest content struggle. I'll fix it.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-05-11T16:00:00,,Phase 5 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] Cost comparison: $6,480/mo content team vs automated system",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-05-11T16:00:00,,Phase 5 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] May 11 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-05-11T16:00:00,,
"[IG-2] Cost comparison: $6,480/mo vs one system",Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-05-11T17:00:00,,Phase 5 | IG-2 | NEW | [TOPIC ONLY] | v2
